input,is_pd_id,split
A367XVP77TBU06,yes,train
A2L408UB77BTIN,yes,eval
B003OP8NZC,yes,train
B003Ain6..,no,train
ANAZ3FQOKWIDY,yes,train
B00437CBWG,no,train
B0050JQZ14,yes,train
A2JRRP8PK3ITAE,no,train
A2BYU3G7J4QP5W,no,eval
AK6598BU6YZNM,no,train
A14_W5TC#2,no,train
A3E92VVITKNLW5,no,train
Yummy r 2ils)B,no,eval
A34TB7BKXWH7IX,yes,eval
The&e lwor,no,train
A3LAYCTGSO1IQR,yes,train
MIO Exc vani,no,train
A24AY75UHOPXDV,yes,eval
A2011WDRC6951D,no,train
A3AJWITG95EY0Q,yes,train
Hellmann's May,no,train
A2S9OZRSKPOC42,yes,train
A3RAHRVYFK1PC7,yes,train
A147RWK8F2RP4H,yes,train
What SeAH7SS4,no,train
A3HIOTJ4J68988,no,train
Amazon (Ba,no,train
B0043NP96K,no,eval
Super Value,no,eval
A139DIVHQ5DF40,yes,eval
A11E5NZHYTMU4E,yes,train
B000KHU6MK,yes,train
A2V21XH 6lav,no,train
A2O70ZL3WWJYX6,yes,train
B0035KJIRVS*W1,no,train
A32DWOAVJ4YGBA,yes,train
ANO6UIOVDC4WN,yes,train
A1YBEIHY0N3KO9,yes,train
A N6w (90DNV,no,train
A48Y67R94V2KH,yes,eval
A17R33UMA089OH,yes,train
Awful irch,no,train
B00266BT5Q,yes,train
A1A0U3N5Z12XSK,yes,train
B000E1FZGO,no,train
A25TVY2M6RX1LT,no,train
A2UNY84L4T88M2,yes,train
A1HEJFRCZT08C0,yes,train
ASPRCW4L6XVEQ,yes,eval
A38P39Z5712DU1,no,train
"Pricey,GLJ57",no,train
Look Good.,no,eval
A2SQX4Btry ,no,train
A3KAK751KX41Y,no,train
A14DCT6DHDFBKO,yes,eval
B001EO5X7G,yes,train
A1XVP5FE3K8U9W,no,train
A13U1YQIGXI5BC,yes,train
A2OQUXSI6Y,no,eval
A!2RM98TSLV5,no,train
APA3T8SL33D08,yes,train
A2HRD6ICQHEOFZ,yes,eval
1310601600,no,eval
B000C9TQA50,no,eval
A1B679YCNX7TP,no,eval
A3TL2WA it^d,no,eval
Is this what s,no,train
A322JU7DXMBCNZ,yes,train
ASTOV1V315GCN,yes,train
B008GZV29E,yes,train
AD4C37HST7ESM,no,eval
B001E1093M,yes,train
A2QFATW6CHRU44,yes,train
A34X0DWMDH,no,eval
I loved these,no,train
A2D4TBF45&AB9S,no,train
overpriced for,no,train
AOUKL1D4WSZBX,yes,train
A1L9M943CIPN2F,yes,eval
A3W0S=HKJB,no,train
A25KAHRJWTLOAS,yes,train
B009KPU93E,yes,train
A2Y2UK9E0WBD75,yes,train
refreshing alt,no,train
terra 406DBTVP,no,train
A3RD2OEQ63LJFJ,yes,train
A3535TEHX4ZX5R,yes,train
AL(O6CE FLAVO,no,train
A1MXPH1QUZR939,no,train
ATYG3PE65WJ0T,yes,train
B0001ENXHC,yes,train
Cu5t@r IX92,no,train
A8OUO7C!ffe,no,train
A3U3AQ1IR3513Q,yes,train
B001E8DHPW,yes,train
B001EO67CQ,yes,train
Delic@oine,no,train
A31RULW0KNYJ5H,no,train
A1Q12VBPCQRRAN,yes,train
A1H5T6T4A5S9YM,yes,train
A3S002AEND6RVM,yes,train
A2GS(QT give ,no,train
maybe it was a,no,eval
A36O71OR9PKRUP,yes,train
A3ULLE57T5PJ5C,yes,train
B000CQY0I0,yes,train
"a great, simpl",no,train
)y(2 ca6GNTT,no,train
B001EQ52S4,no,train
S!v7d lly sw,no,train
A208ZNRMC0PESY,no,train
A1V7TRE8WMK62E,no,train
A39010Y3YVAT70,yes,train
B000U9WZ2W,no,train
B003FX8N76,yes,train
AODQI51IBW7WN,yes,train
A334MRB9VEEPSQ,yes,eval
A1M3EV1O2LYM77,yes,train
A3I1F1R2PVLOZD,yes,train
A3HOPQCXG6QHHQ,yes,train
AKX48APZLP1ZL,no,train
A1LAKSHO3OPEMO,yes,train
A2M3G89 @ ma,no,train
A3LLMG0I8TAXJH,yes,train
So(e 9oAIR8C7Y,no,train
A 6u0 aISCI,no,train
B0045P4W2I,yes,train
A2FBI0WGP1ES47,yes,train
B0041L7THQ,yes,train
Delicious! Dru,no,train
B005IC4H90,yes,eval
B000E8OW3Y,yes,train
A3QCD6KOQIQ554,yes,train
AJG9W7L56QMF2,no,train
B003H8Q2E0,yes,train
AERJNI7QZTG8N,yes,train
A*8_V3Heat,no,train
AI0AW8NXW7985,yes,train
B000A6DKKG,no,eval
B0001VAFF8,yes,train
A12JG81EENOVD7,no,train
A1MY6XCPT5FZG9,yes,train
A3LY0%P=um,no,train
A326QNHW72LDF4,yes,eval
Great fSEI,no,train
B00016LZS4,yes,train
A1LMAPHWZVIZ0Y,no,train
AZ1NBK925PXVP,no,train
A2GEHXVF9LHCXO,yes,train
AUSTWAJRGQTIY,no,train
A1LP9OX7XL3784,yes,train
A1RLR6NGR8TH12,yes,train
It Helps Bread,no,train
A2L15WCQKEEVYG,yes,train
B000H27LH6,yes,train
A3AE9VQBM9W0HW,yes,eval
A3VEEE1ML3TSHZ,yes,train
B000LRH4UG,yes,train
AYO6V1ACI0YAT,yes,train
A2VLFY0DKEU8K6,yes,train
B000FA15MC,yes,train
A2PJFEM9YTI89N,yes,train
B0018CDS30,yes,train
A1PR8C4g7o#=.,no,eval
B00375LB5I,no,train
AH75M6+RJYV5W,no,train
"Be(t ""dGRA",no,train
A3AODDF2NAGYRH,yes,train
A34H6TJCYB99IN,yes,train
#&2AG0TB89,no,train
B001EHEECS,yes,train
B000F9Z2C2,yes,train
A1GYF0DL2Y1UCO,yes,eval
ASJGPVLD56XQH,no,train
A25E1M0AJH998J,no,eval
B0062TYZFE,yes,train
A1J43O8S29H,no,eval
A389FI6AR5SV21,yes,eval
B004BUU488,yes,train
B003IMPJPI,yes,train
B001EQ4OBA,yes,eval
AG42AH5isi,no,train
A1DXYK41JVEUKG,yes,train
B001MUNAH2,yes,train
A32I1KA1S5IC,no,train
Honey Bran Muf,no,train
$ealthyA2W,no,train
A2B7IZJ243KWFX,yes,train
A21XSWR1KQVLDA,no,train
A384P22KDXM7RI,no,train
A1JPZKPhly Awe,no,eval
AU5LR5k for,no,eval
AGCDA4Z65UEMJ,no,train
A3LIF253SVDRMW,yes,train
A35CCS85US5BKG,yes,train
B0063J1Q1E,no,eval
A1KT26O1M2HTZV,yes,train
B001QLBMJ6F,no,train
A19SK8B75W1W,no,eval
A38HU4KLYKWT6O,yes,eval
B000WFRNV2,yes,eval
Oh my g6EON9F,no,train
best alternati,no,train
ARL4RVHXXNI9G,yes,train
I found it!,no,eval
B002GWHDV4,no,train
Very Good Pine,no,eval
AKRSCGMCEELRH,no,eval
AY2XE6JRYCBB2,yes,eval
A31GMIKYU7OSHX,yes,train
"Nice al1sh, ",no,eval
AOF4UWJZET19,no,train
A7PVO6JX6603V,no,train
A28LMY5GFWSPY5,yes,train
6 r2cky gr,no,train
B000K8WVYA,yes,train
AYROKSJST)GE,no,eval
A1LZF0JO3106L3,yes,train
A1UDTVKMW6BPHA,yes,train
51AWB9=EV0,no,train
A2CQC6FVNXM814,no,train
Expres1CLEF4,no,train
A1WME4X079A0PC,yes,train
B002ULSLZS,no,eval
ACUAP321O8WT6,yes,train
A2BKAGG2LFSLP6,yes,eval
B002R a&go,no,train
A2N7P48POX0BMM,no,train
A1WRYHVQ36NE98,no,train
Variety may be,no,train
B000FL3KDI,yes,train
yellowrose,no,train
A32X614MNM2S79,yes,train
A2834MVT work,no,train
B002MYRDPM,yes,eval
A16GL6D9VF2QJW,yes,eval
A2VVPAQ4E09AOG,yes,train
*00&ET94ASJD,no,train
A1ASUCTYU8394,no,train
A3L3FI1J51,no,train
A=BQNOCCMO,no,train
ASYZSAO3J8NKO,yes,train
A1WU5OOKBG58Q1,no,train
A2ZZBMQPEEC3QS,yes,eval
A=VKY1LDGY,no,train
GREATEST COOKI,no,train
A3HKSQ0RFCJP47,yes,train
A36WX4VODRHEW2,yes,train
A1RIUMLMNUE5JV,no,train
Outstanding gi,no,train
A16F6QKTVK1VIF,yes,train
AIEMDR6MMPQOQ,no,train
81AH(Z3432,no,eval
AH5KI0at I s,no,train
Terry Wilson,no,eval
B002K6A692,yes,train
No T5stDJ0,no,eval
A1001TYW5FZYD9,yes,train
*000027I5Q,no,train
A1TD4H3SD2FCAI,yes,train
B003XV6R9G,yes,train
A3TXPUQ1W32FW0,yes,train
A223GLO0P11AHN,no,train
A13VDWC49W,no,train
8178HR3e dri,no,train
A18PVW74M2G95I,no,eval
NOT 7ADP*J4,no,eval
B004WTYPTC,yes,train
sweet cookies,no,train
A3UH8Y078T3VXE,yes,train
A298SSMYTNS2JY,no,eval
A1EXI45LMAS38L,yes,train
The Price for ,no,train
A29HMG22WSIZJV,yes,train
The He0t0r,no,eval
The best swiss,no,train
ARYPK3E1!6)L,no,train
B00196497O,yes,train
A3BRXA7MCOYHBG,yes,train
A2TOB0A7O27LEO,yes,eval
AY4SAOD3TQEID,yes,train
A1HBJFOHV3LTGR,no,train
A1R08783O7WUVX,yes,eval
B000UU8KA2,yes,train
AKCNMC5A1HLN,no,train
AL70HV3S0XXPH,yes,eval
A5TQGROVIQDIJ,no,eval
B001AWFJSA,yes,train
AWOZRKT6OTVUT,yes,train
Best gummis ev,no,train
B001KUOELU,yes,train
A21D9PANY2T55H,no,train
A2BR2HYZFU3KIE,yes,train
A2QAZ83SUMAT3N,yes,train
A9K0W1K9NTDQU,yes,train
A1TGOAB9Z8R7HZ,yes,eval
AYHANBLNNN9OF,yes,train
"*2F4FNJea, ",no,train
A38TVIYYMV2ES,no,train
A2TP49LKHLX3OG,yes,train
A2P8WJKY7RMNPI,no,train
My C+i^5RGGZ,no,eval
A6UVUWU7OG,no,eval
A1BEA8APLHZR9X,yes,train
Best GF chocol,no,train
The !esBT09BH,no,train
A2ALL7M3QJMKCK,yes,train
"LOVE THEM, JUS",no,train
A2NMAB7LONSWKL,yes,train
AODCU03F#2,no,train
Some flavors g,no,train
B007GFLXVM,no,train
AZD7947DZ8WNO,no,eval
Best all-seaso,no,train
Great produc4,no,eval
B007IVEAAK,no,train
A3046B2WBD2SCY,yes,train
B004QO52V8,yes,train
no MSG? ahem,no,train
A2G5IAS2WLAVW0,yes,train
B00473LPBY,yes,train
AAVHP2PAI0DG2,yes,train
A13FG3ZR8VUD1S,yes,train
Kool-AiYRO,no,eval
A2EU5HXLJTAF75,no,eval
S4all ful and ,no,train
AR3YM3HMHNNED,yes,eval
A205S98wn-Skir,no,train
A2QA61QGZZ8FQH,yes,train
A1GL5S9LPKIRAV,yes,eval
A2PQ9BFRAJKNR3,yes,eval
B0049 Le*on G,no,train
My Puggle Pup ,no,train
A1Z8NYSSRA1RXD,yes,eval
A3I224F8391A2D,yes,train
AHTDNIM3BXMD9,yes,train
B001BCVY4W,yes,eval
A2HA5U582PWL5E,yes,eval
A1VKER5ZWXIL37,yes,train
A2827OTA0H7KAC,yes,train
AS0E6W9I2CGCI,yes,train
B001K5GK3A,no,train
B002BCOAU6,no,eval
A3BAV6UOR901HK,no,train
A3R1Z18WAV2DG0,yes,train
AF2YBTas 3 bab,no,train
32ILMQSeds t,no,train
Powder drink,no,train
A1JYQTN8YYE33G,no,train
A2M1L8G2OYZ273,yes,train
A1YYB2R5UKBWF8,yes,eval
A2ESVJRAP7O1RC,no,eval
A6BQB5A7F9B5M,yes,eval
AAWXCXJOCTKEL,yes,eval
A1FF0%Jnut al,no,train
A1KA29K1U95JM5,yes,train
A3LQDRIQENZ01K,yes,eval
A33MEZU73ZK9HY,yes,train
A23YT1KDQN3E34,yes,train
A1GW4HWN9UUPW,no,train
A343QWZI10ELJ6,yes,train
Damaged packag,no,train
B001B1ETAY,yes,eval
Very g2and fla,no,train
B0029JW8T6,yes,train
R8w 5nsUDV,no,train
A3TXJ10ut=,no,train
B003LPZT2U,yes,eval
A1QENOU24WPYSG,yes,train
A1RZPOKXLVF83,yes,train
A2XOVMBKQTCB2K,yes,train
A3JH36O5IL,no,train
ATVK04ZNI6KB,no,train
A3AT27XTMI&L,no,train
A2NCFI80ND,no,train
$004Ccanned 6o,no,train
A6SHG03HWC4,no,eval
A2C10ZYCVDFO4Z,yes,train
A1F5L6NPU5SWP1,yes,train
A10QOC55UE,no,train
B0006V6LEW,yes,train
A1XEPTI7OJ9HZ4,yes,train
B000YDV4D0,yes,train
A1RBC&9LNM,no,train
B001F3I18Y,yes,train
A3C5ZM7SA5Q7KE,no,train
A15LDWURW0TLSI,yes,eval
B0001LVX4K,no,train
97QA9QS$GW,no,train
Crunc8y2YOL5,no,train
A2D2IJ14DC56YE,yes,eval
B0002ASB04,no,train
B000WFLUK2,yes,train
A2Q37C49S3FZLH,no,train
Dog enj2ZV@P,no,eval
^N808YHONATF1,no,train
G)7at tZ12,no,train
A1N7EOFVTROINF,yes,eval
A4QP79ly eff,no,train
A1JN2A5TZVWX90,yes,eval
A3MNXA1HD7S3VN,yes,train
A1XJV6TU4LXPUW,yes,train
Box was beat t,no,train
ATFMAM5UJLSYT,yes,eval
JalapenMC3R,no,train
Pret$y9S3O,no,train
AIZGBDHQCDL49,yes,eval
APO0UH5M1B4M0,no,train
A2BBFUVBU808RI,yes,train
B0251A_Q0Q,no,train
A1OAWU6IIIW6AJ,yes,train
A32YUBZHE4ND5H,yes,eval
A15ZT@J6PE,no,train
A1HNA68XJKBCLE,yes,eval
A16NS9PYI5MWC9,yes,train
No effect for ,no,train
A2OJJNSLQ8EAWY,yes,train
Uh...6Y7CG8MG,no,train
B0016FRI8A,yes,train
AHOVCHJWJGTG9,yes,train
ARGM182Q1UN2S,yes,train
A173N40MX6MQ77,yes,eval
B00483DLYM,no,train
A3P4KAHW5NT0JV,yes,train
Nice7toYBA,no,eval
A21VZ3YJW4JVS0,yes,eval
AQCY5KRO7489S,yes,train
A2ZA4R5NP63NMD,yes,train
A16SH3Uct litt,no,train
B0836PUWW),no,train
B0018LHYCM,yes,eval
A34KJWZMXGU6G9,yes,train
Not that easy,no,eval
A27AMLW1JJC2X5,yes,train
APQJJGEJOY6OF,yes,train
B000V0F00O,yes,train
A22PSJ4HKDUHFY,yes,train
B001ELLB16,yes,train
A305P01GV2AMC9,yes,train
A3HAVGUA3WOYRW,yes,train
A3A5L7D56DIXHA,yes,train
A3SQDESVE4PKKE,yes,train
Matcha Blend,no,train
AF67HRU4990TI,no,train
A3ADA8PUIN0O9C,yes,train
A46E_F03C7,no,train
AB6GZMVLCZZPJ,no,train
Tea tastes goo,no,train
A1C1WVGYK99DF0,no,train
So plP9X640G,no,train
A2CGRCMWS86XV3,no,train
A188YHGC2RBKBZ,yes,train
6offemely 6ru,no,train
A2BJ5NZSAVGQZC,no,eval
A2FGK4A7RISU2D,no,train
A3QXDQF5L6XOTS,yes,train
A38NTV4ice2Ver,no,eval
Fl5vorss South,no,train
How to 042Z90,no,train
B001E76570,yes,train
B004KPANXA,yes,train
A1682RVUFTB8S1,yes,train
A1LRTLBHPM2XFL,yes,train
Tastes 9_L5CF1,no,train
A1UMQRKZUT6Y3B,yes,train
A2X4MKC6ZS3FXJ,yes,eval
B003DXGN70,yes,train
2 sweet not ch,no,train
AZ08ZDN4XKTK4,yes,train
B0052HV6EU,yes,train
AQMXYK69AIXR7,yes,train
A1PILZ39KYUPJ4,yes,eval
B0031QKZO6,yes,eval
A4NI5G0UHDBGR,yes,train
AD4JBKJI1BTKX,yes,train
bakers and che,no,train
A3DAH78KLMMEMD,yes,train
A1AYAWBBESKEXE,yes,train
A2IP8HB5SYR1C1,yes,train
ABKRVF8T!Q55XJ,no,train
A1M3VEQE3IW13T,yes,train
ANPWPN7O6MG0G,yes,train
B0048C7LXA,yes,train
A3T1AZ90ZY5L7E,yes,train
"Strong taste, ",no,train
A26NYTHUV4G3S6,no,train
ALLVAP0BZG4NO,yes,train
Watch t5W7,no,train
Watch who you ,no,train
AV65ZM2EJF4MF,yes,train
A1139B9ZD$,no,train
AV8HZ7FZLAPGQ,yes,train
A09WPNAth a ,no,train
A21EJRCVM24UM1,no,train
A20VXYT5DL0ZC6,yes,train
A22JXFGW3E68U4,yes,eval
ANIPZKWKBTSQA,yes,eval
A7M8T346Y2ZUK,yes,train
B000O5DIXM,no,train
B004JE8VYU,yes,train
A31QKA7T3RIB6G,yes,eval
A3NALL67YC2PSH,yes,train
A18OGW2VW2HDXP,yes,train
A2ZDK3V1OAUB1G,yes,train
Out of 0JU,no,train
A7HHKKK and ,no,train
AK3-JAY2H8G7N,no,train
A3IWH37irte,no,train
A17QCU7802ORLA,no,eval
A2R4EZE9OOD404,yes,train
A1LYY9DWX0BDMY,yes,train
AQ199K2VRKFVC,yes,eval
B003EMOA0C,yes,train
A34RZZW9HD,no,train
Put in your wa,no,train
A19N3S7CBSU6O7,yes,eval
Even a little ,no,train
A3FVT9VMCX1S06,yes,train
Sticks to your,no,train
A2U4AV00V0U6VV,yes,train
@3VK0CZ3BC7,no,train
A2UV360zed,no,train
A30VT2JRINV2R0,yes,train
AJSSHS 2nd G,no,train
A36NMRDE6C6N6P,yes,eval
B003BMLMGA,no,train
A Refreshing C,no,train
AYRA3ITKHNZUH,yes,train
A1I4X70BLEHVTH,yes,train
A)UT0G@OHBM7D,no,train
"Hot, but flavo",no,train
Christmas trea,no,eval
ACRO97CSXAIRT,no,train
A262GOLOK2475,no,train
"AMY0JWou(, G",no,train
A1PB9XZDJNY3YR,yes,train
Weak) ly wro,no,eval
A2R1PPI77W9E27,yes,train
AH1MQEHPNPJAF,yes,eval
A3Q3EVDIIIRLLL,yes,train
A30E02ZHGZSOWL,no,train
A3QJNHEMZTHGXP,yes,train
AFHKRFNFD6PNZ,yes,train
A36J6AVNBP55ZT,yes,train
A2ZVZOA7X52277,no,train
B0006GWXQM,yes,train
A32ZA3HQZO3VDR,yes,train
^3G4NWG6AE99,no,train
A3MR9Q81I85A33,yes,train
A27Z3TT-off,no,train
AD22Z5NPLR4UQ,yes,eval
A38VU3OH6JMAUK,yes,train
A3NM8PW3C8JK4S,yes,train
AZ8FD022VVK1,yes,train
B0029JES6W,yes,train
A2TMPU3FFNHQFF,yes,train
A30MFSWUOZWV3K,yes,train
AUU0G2W9FFLFK,yes,train
ATZTIU71681SO,yes,train
A7DB8GCSW0PSS,no,train
Great sor b7,no,eval
A3N8SB9LJ9A4F1,yes,eval
A2RITZFUYS5KJ7,yes,eval
A4AFXVTJ6OMEQ,yes,train
A3Q0FP8V85YE74,yes,train
A39GTHTUNZHG5S,yes,train
A1H7RFKSQOOSI0,yes,train
AC4FHK9LGSU01,yes,train
A3QTW4AUP6C16D,yes,train
A3TUSOAWOO2G0Q,yes,train
A1NA9JD$S02R9N,no,train
B0025UONE2,yes,train
B0001217EK,yes,train
A2FZE965O64BXJ,yes,train
A24CMOGA4MUQAD,yes,train
A359FDMW2UIGB0,no,train
i love w*p,no,eval
ALG20I) nut,no,train
AFM103ITE cof,no,train
A3NECF648OC9VN,no,train
A3JEC1WYCGL,no,train
ARSHP4A8MG4OH,yes,train
A1JEAL6ESS!,no,train
AOAI1I5P8GA1A,no,train
Crunchient to,no,eval
A2JO57OFQXBYYI,no,eval
A3E230EFNN5YG,no,train
B0038M4DZ0,yes,train
A1O4VUBKD89DO2,no,eval
A1XH5HOT2JMVYC,no,train
B002P3C134,yes,train
B003F8G742,yes,eval
A1AQJIQNT6X6PI,yes,train
A2L5PLO decis,no,eval
A2VBSTQ9O0AEB6,no,train
A3U2PY7C9KN1RU,yes,train
A1SF8LUO1J0Z8O,no,train
B00375LB8K,no,eval
B001BM4ZMA,no,train
B0049IHZKC,yes,train
A30YU76XEFINYY,yes,train
A1VANA02PQY9JM,yes,train
A3QUIUC66MJPGF,no,train
A2T5NEM5EES88N,no,train
A1X6XWJYHK3QGZ,yes,eval
Infer%oGI83H,no,train
so disappointe,no,train
A2EP2LABE0UQTY,no,train
A3NXIKDBEG7I5H,yes,train
H)t Engller,no,eval
i cant put the,no,train
A2Q7LY8J4MJ5VI,yes,train
B0001ENXOU,no,train
A23EFS8KUDQ822,no,train
SUN DRIMBY,no,train
A2CDMX49G757H3,yes,train
We4k co2JNX0,no,train
AFKFTODZOXVDH,yes,train
A2SDMZ8R7WHRQV,no,train
Settles at the,no,train
ALO2NL4ENLLIQ,yes,train
A3KVSXMCNLERZV,yes,eval
A2LPEFFMNNQU10,yes,train
A26AG3HXXRMAMX,no,train
Ver8 Goic .,no,train
A25I2!WFH1LMW,no,eval
AZ6RDTDNWZWBU,no,train
B001BKNAZU,yes,eval
B000NMHWRO,yes,train
AHD5GQILBJ4QX,yes,train
AJRT9FK5F3YBK,no,train
B0015D62C6,yes,train
A2PLS3U2NCY46X,yes,train
A3M5YMCR95WV2T,no,train
A2VM8I3ACCOUGV,no,train
ACRZORZLEHJX6,yes,train
Burns' nite Ha,no,train
AHQXHYFJ30HZE,yes,eval
A2Z6VNTOIXVS8Q,yes,train
A3010KEROWA-E ,no,train
Wow5Gooaddic,no,eval
B0015Q7MCM,no,train
AAJOV2S9O7OO,yes,train
AJO10XHROL1B4,yes,eval
B001HXNIPS,no,train
The sec4RE,no,eval
B000I6PYWA,yes,eval
gritty texture,no,eval
A3LV9AI01FGQLR,yes,train
Love&th23SL7,no,train
B000J4DSGK,yes,eval
A1RF58Ztmeal!,no,train
A30EOCUWQD93LV,yes,train
A16Y8XUAIIM46D,yes,train
A2W4RHS481MLID,yes,train
Mmmmm2.R0SQX,no,train
Best fo4VOO,no,train
A3F^C22PC)4,no,train
A3BN0HXACY6UUD,yes,train
AA02FJVP7JMF8,yes,eval
B0093M10HY,no,train
ABCDDB3IV236U,yes,train
A14DNCG5WHM86Z,yes,train
D0caf W9DCE2TM,no,eval
B000KW8CVW,yes,train
ANJV8RSEY90AC,yes,train
CautionAQ1,no,train
AS905IHXQJL2M,no,train
A6DIW8YJLKEFY,yes,train
B00014P9G@P64,no,train
A3SC3T5GGVLRAS,yes,train
A148RVWQPE0ASZ,no,train
Great tCDC,no,train
8&ld $nBZY,no,train
A1SJYXJH8A9YHU,no,train
AKTHB94SQ4X5F,yes,eval
A1BI7H4ORFQ4H7,no,train
A3D14HR4U5W2N1,yes,eval
A35OPB8RWD2AC5,no,train
A32AGGYW46,no,train
Decent low aci,no,train
A1Y7J1TW5U,no,train
B000NGEQPQ,yes,train
A3%ZE161PC$,no,train
A1D6WZOV7VOGG8,no,train
A32XCI5JG16VIQ,no,train
A1UH2CUCU1BDTS,no,train
B000LRG0VK,yes,eval
A1D2A99K8L88K,no,train
A2824URFAZZG46,yes,train
Best butter yo,no,train
A13S4X0like sh,no,train
_15IO2Kabl,no,train
9eal ol8QHYH,no,eval
AKHG7GXR66QNV,no,train
B00176L6Y0,yes,train
A31KGQ4J26U5ZC,yes,train
Greeni$4VS,no,train
B00061E7UC,yes,train
"Darker, strong",no,train
A1%RGQNwork,no,train
A17943X8QST5FI,no,train
A1J0GZORF9K76Q,no,train
Great Moisturi,no,train
A2Z017GKV1GFI2,yes,eval
5211CA8NT7,no,train
ANQA6NUMM3IS0,yes,eval
Terrible Disap,no,eval
Safety seal br,no,train
A1ORSH8IZ1,no,eval
A3E2ICRHTIGLBP,yes,train
AW41FIYTMHXXL,yes,eval
ARAGC80O3OKNF,yes,train
AGDB1R8KU58HM,no,train
A3CI6O7486,no,train
A46AUXMZCTPPW,no,train
A35EWOP9SF5A2K,no,eval
A3U0Z76TUN5W1C,yes,eval
B007IMA8X9,no,train
A1SM4T2EEQ7OVX,yes,eval
A8N7OUFDKTK1E,yes,train
AIEII94KM-I,no,train
B000KNE954,yes,train
AE2EVUZQVDSQM,yes,eval
Yu_! I5DEK,no,eval
A103ZLMZK1PZ39,no,train
B004J0RXB6,no,train
BEWARE!9 D'Ar,no,train
mmm....QLI5,no,train
A1F2LJIQYJ7OGW,no,train
picture not ac,no,train
comparable to ,no,train
B0050HZ2FG,no,train
(00127and cri,no,train
A16QK4PYIALW4L,no,eval
B001HTI3B6,yes,train
A2SI6BNK5SWSMD,no,train
B001EQ57M0,yes,train
A2AOSF772KW2CO,yes,eval
A22O5OB5CZ23HV,yes,train
BBB - Bad beyo,no,eval
A6GV$OLZCCOX,no,train
A1ABSTBAI7KEZN,yes,train
AVF2BMWI7ZPG8,yes,train
For f0nS0B,no,train
A2RTS14J240LAD,yes,train
A12NQUJJ3OYRNP,yes,eval
B000XQQQ68,yes,train
A1BA178W41QPOF,yes,train
A32PHOIA7SOZ8A,no,eval
A1E7R2GSS85O77,yes,train
ALBPT17SC99K0,yes,train
unrema-JZOSX,no,train
A39E5LG4KEJ1FA,yes,train
A32V0V387#FWL,no,train
B000B6KQZM,no,train
B003VFHSEM,yes,eval
My favorite fl,no,train
Love This Tea!,no,train
French's Fajit,no,train
A13DHO6MLEJZUJ,no,train
B001THPU9E,no,train
A2EH6T9 m5!s ,no,train
Chunk bars,no,train
ARFO91EIXLFZ0,no,eval
A2E3B0FA7ZRKOY,no,train
AYJPLD than ^v,no,eval
Very ni*o6uc,no,train
A2LWA6MA1I1PXC,yes,train
A2YAEVMJAAHS0L,no,train
Spearmint tea,no,train
A20ZHRZE91UZTE,no,train
B00759NNKI,no,train
B0042GSLZO,yes,train
B001FPT5E6,yes,eval
ENOUGH TRANSFA,no,train
A25XLF8H62HK0P,no,train
A27IKUXQ7WIJPA,yes,train
A1DPS4RJD63443,yes,train
AM5MHTARCNUX,yes,train
B000LRKL6K,no,train
B00473PQG4,yes,train
Nice Nostalgic,no,train
B0^2XC&SP4,no,eval
A2FM8EMnt...,no,train
B000R8VHFM,yes,eval
"A35UNT7, but",no,train
ADV8ZMXMGBUJD,yes,train
B004UB6HHU,yes,train
If you  aqua,no,train
"Covers well, y",no,train
B001EQ4J1K,yes,eval
A3EP6YXKT01BYK,yes,train
AYP3LLMCSQGK2,yes,eval
B001GPM0OM,yes,train
AAV22A71Z5X54,yes,train
B000L87PEU,yes,train
AO4RR=6WXZZ7-,no,train
A1V2PDVZW9VW7L,yes,train
Product contam,no,eval
A2EXP87676NCFD,no,train
A1QME4S8Q69NY5,yes,eval
A3PIM0SJG2,no,train
A3ESIT9UBID938,yes,eval
B0035C2C0G,yes,train
"A21MP36et, $e",no,train
B000I6626M,no,train
Horrible - Don,no,train
A1O88I6BUIDHEX,yes,train
B9000P5YGD,no,train
A greatSAR20,no,train
"A8BQCJ, dr_",no,eval
A285ML77XA$DV,no,train
A3N5BQLWG5HHI0,yes,train
AUDSHMYHDL2K2,yes,train
*1ELMLUrth buy,no,train
B005OODQFS,yes,train
AU0SXWF5VYD3Q,yes,train
A1AB2ZQGMA7NX,yes,train
A13F7HT095BDRH,yes,train
Thanks Dr Oz,no,train
A3GOQF9AQ2M8VV,yes,train
B001VNP2HG,yes,train
A2KEXPHIO2W628,yes,train
A1HQDTNTCBBT0P,yes,train
A1E5P4QFZNWSU1,yes,train
A10AH87OLPZCAO,no,train
B002ANACE4,yes,eval
A111BH1GN0D33Z,no,train
ThroaUL6SG,no,train
A19XFJFZ7PRSD2,yes,eval
A8X0LK83DLNRS,yes,train
A3D6AVV1FYR6RL,yes,train
AL89HQ19N0EXY,yes,train
4002LSupposed,no,train
A great smart ,no,train
Used on1es!!,no,train
A2OAJ710HUI5AY,no,train
A136G0TBOM7E66,yes,train
A3FMB5Q6M1W6QF,yes,eval
A3VC9LV5PCG2W0,yes,train
AQ1AHJG5LS07X,yes,eval
V2RY Y95R=,no,train
AIOY0DIBN1WMY,yes,train
A2DDVD6SPKZOZK,yes,train
A2WPBXG7RDPRY8,no,eval
A2CR0LYZ9G,no,train
A92FCTQV11,no,train
Nutritira91,no,train
A1YUQXL5OS1X66,yes,train
A21AT5SEXJWD1C,no,train
Did Not Work,no,train
